gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Churn,Young,RevenuePerUser,TotalRevenue,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_DSL,InternetService_Fiber optic,InternetService_No,ChurnProbabilities
1,0,0,0,44,1,1,1,1,0,1,1,1,0,0,85.5,3762.0,1,0,0,0,0,1,0,1,0,0,0.6827727521595603
0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,23.2,139.2,0,0,1,0,0,0,1,0,0,1,0.09363854903164985
0,0,0,0,50,1,0,0,0,0,0,0,0,0,1,23.2,1160.0,0,1,0,1,0,0,0,0,0,1,0.020986823116675168
1,0,0,0,13,1,0,0,0,0,0,0,0,0,1,23.2,301.59999999999997,0,1,0,0,1,0,0,0,0,1,0.14950543212273892
1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,43.2,129.60000000000002,1,0,0,0,0,1,0,0,1,0,0.7667829594224937
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,23.2,23.2,1,0,0,0,0,0,1,0,0,1,0.42515946226271323
1,0,0,1,27,1,0,0,0,0,0,0,0,0,0,23.2,626.4,0,0,1,0,1,0,0,0,0,1,0.029580773077374802
1,0,1,1,71,1,1,1,1,1,1,1,0,0,0,93.7,6652.7,0,0,1,0,1,0,0,1,0,0,0.09834402353719056
1,0,1,0,14,1,0,0,0,0,0,0,0,0,0,58.2,814.8000000000001,0,1,0,0,0,1,0,0,1,0,0.38424175396637245
1,0,0,0,31,1,0,1,1,0,1,1,1,0,0,82.0,2542.0,1,0,0,0,0,1,0,1,0,0,0.7979298396075475
0,0,1,0,20,1,1,1,0,1,1,0,1,0,0,77.0,1540.0,1,0,0,0,0,1,0,1,0,0,0.665824755836369
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,58.2,698.4000000000001,1,0,0,1,0,0,0,0,1,0,0.5118286239565516
1,0,0,1,40,0,1,1,0,1,0,0,0,0,0,57.2,2288.0,0,1,0,0,0,0,1,0,1,0,0.07755912953238597
1,0,0,0,6,0,0,1,0,0,0,0,1,1,0,45.5,273.0,1,0,0,0,1,0,0,0,1,0,0.6959779011544165
1,0,1,1,72,1,0,0,0,0,0,0,1,0,0,20.0,1440.0,0,0,1,0,1,0,0,0,0,1,0.0026318476472890115
1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,63.2,63.2,1,0,0,0,1,0,0,0,1,0,0.49256165213724556
0,0,0,0,4,1,0,0,0,0,0,0,1,1,0,55.0,220.0,1,0,0,0,1,0,0,1,0,0,0.8243129560346819
0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,55.0,55.0,1,0,0,0,0,1,0,1,0,0,0.8854005216926177
1,0,1,0,64,1,0,1,1,1,1,0,1,0,0,77.0,4928.0,0,0,1,1,0,0,0,0,1,0,0.05430372616224617
0,0,0,0,12,1,0,0,1,0,1,1,1,1,0,76.5,918.0,1,0,0,1,0,0,0,1,0,0,0.8402885284857151
1,0,0,0,4,1,0,0,0,0,1,0,1,1,0,63.0,252.0,1,0,0,0,0,1,0,1,0,0,0.8901574177390541
1,1,0,0,71,1,1,1,1,0,1,1,1,0,0,85.5,6070.5,1,0,0,0,0,1,0,1,0,0,0.6158069251092856
1,0,0,0,64,1,0,0,0,0,0,0,0,0,1,23.2,1484.8,0,0,1,0,0,0,1,0,0,1,0.0037794482296779957
1,0,1,0,33,1,1,1,1,0,1,0,1,0,0,75.5,2491.5,1,0,0,1,0,0,0,0,1,0,0.35498017330508264
0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,55.0,55.0,1,0,0,0,0,0,1,1,0,0,0.8372536696846343
0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,23.2,69.6,1,0,0,0,0,0,1,0,0,1,0.39233533284615796
0,0,1,0,70,1,0,0,1,0,1,1,1,0,0,76.5,5355.0,0,1,0,0,0,1,0,1,0,0,0.44280928253599305
0,0,1,0,51,0,0,1,0,0,1,1,1,0,0,70.5,3595.5,1,0,0,0,0,1,0,0,1,0,0.5492117540149546
1,0,1,1,4,1,0,0,0,0,0,0,1,1,0,55.0,220.0,1,0,0,0,0,1,0,0,1,0,0.7051368095313165
1,0,1,1,67,1,0,0,0,0,0,0,1,0,0,20.0,1340.0,0,0,1,0,1,0,0,0,0,1,0.0035681102596766545
0,0,1,1,68,1,1,0,1,1,1,1,0,0,0,88.2,5997.6,0,0,1,0,1,0,0,1,0,0,0.10214888924056478
0,0,1,0,62,1,0,0,0,0,0,0,0,0,0,23.2,1438.3999999999999,0,0,1,1,0,0,0,0,0,1,0.0046336763552548375
1,1,0,0,66,1,0,0,0,1,1,1,1,1,0,78.0,5148.0,1,0,0,0,1,0,0,1,0,0,0.5499532978656986
1,1,0,0,53,1,1,0,0,1,0,0,1,1,0,63.5,3365.5,0,1,0,0,0,1,0,0,1,0,0.12523827230229997
0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,55.0,55.0,1,0,0,0,0,1,0,1,0,0,0.9069485513115368
1,0,1,0,4,0,0,1,0,0,1,1,1,1,0,70.5,282.0,1,0,0,0,0,1,0,0,1,0,0.8240017901658223
1,0,0,0,64,1,1,1,0,0,0,0,1,0,0,64.0,4096.0,0,1,0,0,1,0,0,1,0,0,0.14020636907091247
0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,55.0,165.0,1,0,0,0,0,0,1,0,1,0,0.6552712352013816
1,1,0,0,71,0,1,1,0,0,1,1,1,0,0,74.0,5254.0,0,1,0,0,0,1,0,0,1,0,0.2395235426873087
1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,20.0,40.0,1,0,0,0,0,0,1,0,0,1,0.49509847144876995
1,0,0,1,27,1,0,0,0,1,0,0,1,1,0,60.0,1620.0,1,0,0,0,0,1,0,1,0,0,0.6401525581210972
1,1,0,0,9,1,0,0,0,0,0,1,1,1,0,68.0,612.0,1,0,0,0,0,1,0,1,0,0,0.8918337623174937
0,0,1,1,36,1,0,0,0,0,0,0,0,0,0,23.2,835.1999999999999,0,0,1,1,0,0,0,0,0,1,0.018801399387289662
1,0,0,0,7,1,0,1,0,0,1,1,1,1,0,78.5,549.5,1,0,0,0,0,1,0,1,0,0,0.8778738106181726
1,0,1,0,65,1,1,0,1,1,0,1,0,0,0,83.2,5408.0,0,0,1,1,0,0,0,0,1,0,0.03648600486519422
1,0,1,1,33,1,0,0,0,0,0,0,1,0,0,20.0,660.0,0,1,0,1,0,0,0,0,0,1,0.06334477670497457
1,0,0,0,54,1,1,1,0,1,1,1,1,0,0,87.0,4698.0,0,0,1,0,1,0,0,1,0,0,0.16689529496133645
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,23.2,23.2,1,0,0,1,0,0,0,0,0,1,0.44630337119777225
0,1,0,0,15,1,0,0,0,0,0,0,1,1,0,55.0,825.0,1,0,0,0,0,0,1,1,0,0,0.7902093393186551
1,0,1,0,4,1,0,1,0,0,1,1,1,1,0,78.5,314.0,1,0,0,0,0,1,0,1,0,0,0.8840602881134467
0,1,0,0,26,1,0,1,0,0,0,1,0,1,0,76.7,1994.2,1,0,0,0,0,1,0,1,0,0,0.7621429784923471
0,0,1,1,10,1,0,0,0,0,1,1,1,0,0,73.0,730.0,1,0,0,0,0,1,0,1,0,0,0.8775439378938207
1,0,1,1,67,1,1,1,1,0,1,1,1,1,0,85.5,5728.5,0,1,0,0,0,1,0,1,0,0,0.36591220348079734
1,1,0,0,10,1,0,0,0,0,1,1,1,1,0,73.0,730.0,1,0,0,0,0,1,0,1,0,0,0.9101959681413406
1,0,1,1,60,1,0,1,0,1,1,1,0,0,0,86.7,5202.0,0,0,1,1,0,0,0,0,1,0,0.0657784053366878
1,0,0,0,65,1,0,0,0,0,0,0,0,0,1,23.2,1508.0,0,1,0,0,1,0,0,0,0,1,0.008098279894037141
1,0,1,1,72,1,1,0,1,1,1,1,1,0,0,85.0,6120.0,0,0,1,0,1,0,0,1,0,0,0.11497888055795112
0,1,0,0,26,1,0,0,1,0,1,1,1,0,0,76.5,1989.0,1,0,0,1,0,0,0,1,0,0,0.8233927206963867
0,0,1,1,8,1,0,0,0,0,0,0,1,1,0,20.0,160.0,0,1,0,0,0,0,1,0,0,1,0.22532429841933294
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,23.2,23.2,1,0,0,0,0,0,1,0,0,1,0.4206728428356607
0,0,1,0,48,1,0,0,1,1,1,1,1,0,0,81.5,3912.0,1,0,0,0,1,0,0,1,0,0,0.604537107124804
0,0,0,0,41,1,1,0,0,0,0,0,1,0,0,58.5,2398.5,1,0,0,0,1,0,0,1,0,0,0.4444873322864627
1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,40.0,40.0,1,0,0,0,0,1,0,0,1,0,0.8388010245202294
0,0,0,0,6,1,0,0,0,0,1,1,1,1,0,73.0,438.0,1,0,0,0,0,1,0,1,0,0,0.9013105446284262
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,58.2,58.2,1,0,0,0,0,0,1,0,1,0,0.5906093885823336
0,0,1,1,37,1,0,1,0,0,1,0,1,0,0,68.5,2534.5,1,0,0,0,0,1,0,1,0,0,0.6843860995478522
0,1,0,0,56,1,1,1,1,0,1,1,0,0,0,88.7,4967.2,0,1,0,0,0,1,0,1,0,0,0.44857484279149457
0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,23.2,162.4,0,1,0,0,0,0,1,0,0,1,0.19855088954271582
0,0,0,0,4,1,0,1,0,0,0,0,1,0,0,60.5,242.0,1,0,0,0,0,0,1,1,0,0,0.788730534278524
0,1,0,0,71,1,0,1,0,0,1,1,1,0,0,78.5,5573.5,1,0,0,0,1,0,0,1,0,0,0.5762775019242277
1,1,0,0,58,1,0,1,0,0,1,1,1,0,0,78.5,4553.0,1,0,0,0,0,1,0,1,0,0,0.7276594745278863
1,0,0,0,53,1,0,0,0,0,0,0,0,0,1,23.2,1229.6,0,0,1,1,0,0,0,0,0,1,0.007852298392580401
1,1,0,0,31,1,1,0,0,0,1,0,0,0,0,69.7,2160.7000000000003,1,0,0,0,0,1,0,1,0,0,0.6799950077135238
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,23.2,23.2,1,0,0,0,0,0,1,0,0,1,0.41946818023563487
1,0,0,0,6,1,1,1,0,0,0,0,1,0,0,64.0,384.0,1,0,0,1,0,0,0,0,1,0,0.500140324453776
1,0,0,0,49,1,0,0,0,1,1,0,1,0,0,68.0,3332.0,0,0,1,1,0,0,0,0,1,0,0.08019984696267488
0,0,0,0,8,1,1,1,0,1,0,0,0,0,0,72.2,577.6,0,1,0,1,0,0,0,0,1,0,0.1802928694728619
0,1,0,0,22,1,0,0,0,0,0,0,1,0,0,20.0,440.0,0,1,0,0,0,0,1,0,0,1,0.1512700255662502
1,0,1,0,29,1,1,1,0,0,0,0,1,1,0,64.0,1856.0,1,0,0,0,0,1,0,1,0,0,0.6108281271506363
1,0,1,1,61,0,1,0,1,0,0,0,0,0,0,50.2,3062.2000000000003,1,0,0,1,0,0,0,0,1,0,0.10019398091266425
0,1,0,0,30,1,1,1,1,0,0,0,0,1,0,70.7,2121.0,1,0,0,0,1,0,0,1,0,0,0.49132874458607767
0,0,1,1,25,1,0,0,1,0,0,1,1,1,0,71.5,1787.5,1,0,0,0,0,1,0,1,0,0,0.7748230390640768
1,1,0,0,9,1,0,0,0,0,0,1,1,0,0,68.0,612.0,1,0,0,0,0,1,0,1,0,0,0.8918337623174937
1,0,1,1,5,1,0,0,0,0,0,0,0,0,0,23.2,116.0,0,1,0,0,0,1,0,0,0,1,0.2646881322500312
1,0,0,0,9,1,0,0,0,0,1,0,1,1,0,63.0,567.0,1,0,0,0,0,1,0,1,0,0,0.8725171153203973
0,0,1,0,65,1,0,1,1,1,1,1,1,0,0,87.0,5655.0,0,1,0,0,1,0,0,1,0,0,0.33703822737452316
1,1,0,0,29,1,0,1,1,0,1,1,1,0,0,82.0,2378.0,1,0,0,1,0,0,0,1,0,0,0.7906044406919341
0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,20.0,20.0,1,0,0,0,0,0,1,0,0,1,0.5161892540884933
0,0,0,0,12,1,0,0,0,1,0,0,1,0,0,60.0,720.0,1,0,0,0,1,0,0,1,0,0,0.7042170957325761
0,0,1,1,55,1,1,0,0,0,1,1,0,0,0,79.7,4383.5,0,1,0,0,0,0,1,1,0,0,0.27612888719217915
1,0,0,0,11,1,0,0,0,1,0,0,1,1,0,60.0,660.0,1,0,0,0,0,1,0,1,0,0,0.7802170044617199
1,0,1,0,68,1,0,0,0,0,0,0,0,0,0,23.2,1577.6,0,0,1,0,1,0,0,0,0,1,0.0030069278997703307
1,0,0,0,34,1,0,1,0,1,1,1,1,0,0,83.5,2839.0,1,0,0,0,0,1,0,1,0,0,0.7364850768364861
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,23.2,23.2,1,0,0,0,1,0,0,0,0,1,0.4266552043146775
1,0,1,1,36,1,1,1,0,0,0,0,0,0,0,67.2,2419.2000000000003,0,1,0,0,0,0,1,0,1,0,0.09596862368031991
0,0,1,0,15,1,0,0,0,0,0,0,0,0,0,23.2,348.0,0,0,1,0,0,0,1,0,0,1,0.0640782698970672
1,0,0,0,10,1,1,0,0,0,0,0,1,0,0,58.5,585.0,1,0,0,0,0,0,1,0,1,0,0.49126486347877996
0,0,0,0,3,1,1,1,0,1,0,1,0,0,0,85.2,255.60000000000002,0,0,1,0,0,0,1,0,1,0,0.10442110306519466
0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,20.0,20.0,1,0,0,0,0,1,0,0,0,1,0.6157250385314305
1,0,1,0,43,1,1,1,1,0,0,0,1,0,0,67.5,2902.5,1,0,0,0,1,0,0,1,0,0,0.4030201925266007
0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,23.2,185.6,1,0,0,0,0,0,1,0,0,1,0.30161894399296674
0,1,0,0,4,1,0,0,0,0,0,0,0,1,0,58.2,232.8,1,0,0,0,0,1,0,0,1,0,0.7099173015785835
1,0,1,1,71,1,0,0,0,0,0,0,1,0,0,20.0,1420.0,0,0,1,1,0,0,0,0,0,1,0.002974007444611128
1,0,0,0,17,1,1,0,0,0,1,1,0,1,0,79.7,1354.9,1,0,0,0,0,1,0,1,0,0,0.7637704681996644
0,0,1,1,6,1,0,0,0,0,0,0,1,0,0,55.0,330.0,1,0,0,0,1,0,0,0,1,0,0.6059634780262255
1,1,0,0,2,1,0,0,0,0,1,1,1,1,0,73.0,146.0,1,0,0,0,0,1,0,1,0,0,0.9266014257467409
0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,58.5,58.5,1,0,0,0,0,1,0,0,1,0,0.721563545509327
1,0,0,0,64,1,0,1,0,1,1,1,1,1,0,83.5,5344.0,0,1,0,0,1,0,0,1,0,0,0.32899822899321374
1,0,0,1,39,0,0,0,1,1,1,1,0,0,0,76.7,2991.3,0,1,0,1,0,0,0,0,1,0,0.24413613983523566
1,0,1,1,46,1,1,0,1,1,0,0,0,0,0,70.2,3229.2000000000003,0,1,0,0,0,0,1,0,1,0,0.060261618308237404
1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,73.0,73.0,1,0,0,0,0,1,0,1,0,0,0.9103450763521991
0,0,1,1,72,1,1,0,1,1,1,1,1,0,0,85.0,6120.0,0,0,1,1,0,0,0,0,1,0,0.053859555384463347
0,0,1,1,33,1,0,0,0,0,0,0,0,0,0,23.2,765.6,0,0,1,0,1,0,0,0,0,1,0.021056444811420723
0,0,0,0,32,1,1,0,1,1,1,1,1,0,0,85.0,2720.0,0,1,0,1,0,0,0,1,0,0,0.4418241765376226
0,0,0,0,5,1,0,0,0,0,0,0,1,0,1,20.0,100.0,1,0,0,0,0,0,1,0,0,1,0.4552570889119398
0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,65.0,130.0,1,0,0,0,0,1,0,0,1,0,0.8634277401642823
0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,71.2,142.4,1,0,0,0,0,1,0,1,0,0,0.8513987443230724
0,1,0,0,17,1,0,0,1,0,0,0,1,0,0,58.5,994.5,1,0,0,0,1,0,0,1,0,0,0.7716952450477405
1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,23.2,116.0,1,0,0,0,1,0,0,0,0,1,0.34154936294733157
1,0,0,0,10,1,0,0,0,0,0,0,1,0,1,20.0,200.0,1,0,0,0,0,1,0,0,0,1,0.47590321045905276
1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,55.0,55.0,1,0,0,0,0,1,0,0,1,0,0.7542060655213164
0,0,0,0,41,1,0,1,0,0,0,0,1,0,0,60.5,2480.5,0,1,0,0,1,0,0,0,1,0,0.16703782854359883
0,0,0,0,63,1,0,1,0,0,1,1,0,1,0,81.7,5147.1,0,1,0,1,0,0,0,1,0,0,0.34369843206401496
1,0,1,1,22,1,0,0,0,0,0,0,0,0,0,23.2,510.4,0,1,0,0,0,0,1,0,0,1,0.08077294470485143
0,0,0,0,47,1,1,0,1,1,1,1,1,0,0,85.0,3995.0,0,1,0,0,0,1,0,1,0,0,0.4475203378718884
1,0,0,0,65,1,0,1,1,1,0,1,1,0,0,82.0,5330.0,0,0,1,0,1,0,0,0,1,0,0.05735431557680747
0,1,0,0,8,1,0,0,0,1,1,1,1,0,0,78.0,624.0,1,0,0,0,1,0,0,1,0,0,0.8357563244644898
1,0,0,1,10,1,0,0,0,0,1,1,0,1,0,76.2,762.0,1,0,0,0,0,1,0,1,0,0,0.8342042915038306
0,0,0,0,9,1,0,0,0,0,1,0,1,1,0,63.0,567.0,1,0,0,1,0,0,0,1,0,0,0.8349511275927448
1,0,0,0,35,1,1,0,0,1,0,1,1,0,0,76.5,2677.5,0,1,0,0,0,1,0,1,0,0,0.4274622379796062
1,1,0,0,2,1,0,1,0,0,0,0,1,1,0,60.5,121.0,1,0,0,0,0,1,0,1,0,0,0.8817029350147206
1,1,0,0,8,0,0,1,1,0,0,1,1,0,0,64.0,512.0,1,0,0,0,0,0,1,0,1,0,0.732338100797124
1,0,1,0,24,0,0,0,1,0,0,0,0,0,0,46.7,1120.8000000000002,1,0,0,0,0,1,0,0,1,0,0.5410517417122827
0,0,0,0,36,0,1,1,1,1,0,1,1,0,0,72.5,2610.0,0,0,1,0,0,0,1,0,1,0,0.0907311803305043
1,0,1,0,67,1,0,1,1,1,1,1,1,0,0,87.0,5829.0,0,0,1,1,0,0,0,1,0,0,0.18671739004851418
0,1,0,0,15,1,0,0,1,1,0,0,1,1,0,63.5,952.5,1,0,0,0,0,1,0,1,0,0,0.7884134791250174
1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,69.0,0.0,0,0,1,1,0,0,0,0,1,0,0.13453572776176503
0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,66.2,66.2,1,0,0,0,0,1,0,1,0,0,0.863620913184642
1,1,0,0,24,0,1,0,0,0,0,1,0,1,0,61.7,1480.8000000000002,1,0,0,1,0,0,0,0,1,0,0.5118735489274007
1,0,0,0,21,0,0,1,0,1,0,0,1,0,0,50.5,1060.5,1,0,0,0,0,0,1,0,1,0,0.44805357792925926
0,0,0,0,11,1,0,0,0,0,0,1,1,0,0,68.0,748.0,1,0,0,0,0,0,1,0,1,0,0.6277824990198795
0,1,0,0,50,1,0,0,1,1,1,1,1,0,0,81.5,4075.0,1,0,0,0,0,1,0,1,0,0,0.7325625108447328
1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,23.2,301.59999999999997,0,1,0,0,0,0,1,0,0,1,0.14579979689542608
0,0,1,1,64,1,1,1,0,1,1,1,0,0,0,90.2,5772.8,0,0,1,1,0,0,0,1,0,0,0.11057555710568173
1,0,0,0,3,1,0,0,0,0,0,1,1,0,0,68.0,204.0,1,0,0,0,0,1,0,1,0,0,0.8870533904519161
1,0,0,1,71,1,1,1,0,0,0,0,1,0,0,64.0,4544.0,0,1,0,0,1,0,0,1,0,0,0.10289214814780126
0,0,0,0,9,1,0,0,0,0,0,0,0,0,1,23.2,208.79999999999998,1,0,0,1,0,0,0,0,0,1,0.33451223718330425
0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,69.0,69.0,1,0,0,0,0,0,1,1,0,0,0.6459758272425354
1,0,0,0,3,1,0,0,0,0,0,0,1,0,1,20.0,60.0,1,0,0,0,0,1,0,0,0,1,0.5819887917521102
1,0,1,0,53,0,0,1,1,1,1,1,1,1,0,79.0,4187.0,0,1,0,0,0,1,0,0,1,0,0.3044424402049881
0,0,1,1,46,1,0,0,0,0,0,0,1,0,0,20.0,920.0,0,0,1,0,0,0,1,0,0,1,0.012666495945957305
1,0,1,1,63,1,0,1,1,0,0,0,1,0,0,64.0,4032.0,1,0,0,0,1,0,0,1,0,0,0.2995593706990611
1,0,1,0,71,1,1,0,1,1,1,1,1,0,0,85.0,6035.0,0,0,1,0,1,0,0,1,0,0,0.12997303480205485
0,1,0,0,5,1,0,0,0,0,0,0,1,0,0,55.0,275.0,1,0,0,0,0,1,0,1,0,0,0.8929735440167043
0,0,1,1,65,1,0,0,0,0,0,0,1,0,0,20.0,1300.0,0,0,1,1,0,0,0,0,0,1,0.004363377479838647
1,0,0,0,42,1,0,0,0,1,1,1,1,0,0,78.0,3276.0,1,0,0,0,0,1,0,1,0,0,0.7176790339108873
0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,58.5,175.5,1,0,0,0,0,0,1,1,0,0,0.8136769547184612
1,0,0,0,24,1,1,0,0,1,0,0,0,0,0,66.7,1600.8000000000002,1,0,0,0,0,1,0,0,1,0,0.31206993471677535
1,0,0,1,66,1,0,0,0,0,0,0,0,0,0,23.2,1531.2,0,0,1,0,0,0,1,0,0,1,0.0029670378943569163
0,0,0,0,25,1,0,0,0,0,0,0,0,0,1,23.2,580.0,0,0,1,0,1,0,0,0,0,1,0.038074546938826545
0,0,1,1,56,1,0,1,1,1,0,1,1,0,0,82.0,4592.0,0,1,0,0,1,0,0,1,0,0,0.26656876434407384
1,1,0,0,52,1,0,1,1,0,1,1,1,0,0,82.0,4264.0,0,1,0,1,0,0,0,1,0,0,0.5234551644834708
0,0,1,1,23,1,0,0,0,0,0,0,0,0,0,23.2,533.6,0,0,1,0,0,0,1,0,0,1,0.036492195107938795
0,0,1,0,25,1,0,0,0,0,0,0,1,0,0,20.0,500.0,0,1,0,0,0,0,1,0,0,1,0.10404561438547609
0,0,0,0,32,1,0,0,1,0,1,1,1,0,0,76.5,2448.0,1,0,0,0,0,1,0,1,0,0,0.8140351286262372
0,0,0,0,16,1,1,0,0,0,0,0,1,1,0,58.5,936.0,1,0,0,0,0,1,0,0,1,0,0.5424576052351002
0,1,0,0,23,1,0,1,1,0,0,1,1,0,0,77.0,1771.0,1,0,0,1,0,0,0,1,0,0,0.7683729784140392
1,0,0,0,26,0,1,0,0,1,1,1,0,0,0,76.7,1994.2,0,1,0,0,1,0,0,0,1,0,0.2545324095013529
0,0,1,0,49,1,0,0,0,0,0,0,1,0,0,20.0,980.0,0,1,0,1,0,0,0,0,0,1,0.0284032376903942
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,23.2,23.2,1,0,0,0,0,0,1,0,0,1,0.39060167750378266
1,1,0,0,5,1,0,0,0,0,0,0,1,1,0,55.0,275.0,1,0,0,0,0,0,1,1,0,0,0.8450685327293284
0,0,0,0,50,1,0,0,0,0,0,0,0,0,1,23.2,1160.0,0,0,1,0,1,0,0,0,0,1,0.008967806726041593
1,0,0,0,13,0,1,0,0,1,1,0,1,1,0,58.5,760.5,1,0,0,0,1,0,0,0,1,0,0.5363372875019814
0,0,1,1,28,1,0,0,0,0,0,0,0,0,0,23.2,649.6,0,1,0,0,0,0,1,0,0,1,0.059095930298878
0,0,0,1,49,1,0,0,0,0,0,0,0,0,0,23.2,1136.8,0,1,0,0,1,0,0,0,0,1,0.018525586239248257
0,0,0,0,18,1,0,0,1,1,0,1,1,0,0,76.5,1377.0,1,0,0,1,0,0,0,1,0,0,0.7105672887247145
0,0,1,1,72,1,1,0,1,0,1,0,1,0,0,70.0,5040.0,0,0,1,1,0,0,0,0,1,0,0.036403088174257275
0,0,1,1,37,1,0,0,0,0,1,1,1,0,0,73.0,2701.0,1,0,0,0,0,1,0,1,0,0,0.7735142459021751
1,1,0,0,7,0,1,0,0,0,0,0,0,0,0,46.7,326.90000000000003,1,0,0,1,0,0,0,0,1,0,0.6248511126158227
1,0,1,0,45,1,0,1,0,0,0,0,0,0,0,63.7,2866.5,1,0,0,1,0,0,0,1,0,0,0.4120569960511969
1,0,0,0,19,1,0,0,0,0,0,0,1,0,0,55.0,1045.0,1,0,0,1,0,0,0,0,1,0,0.5252247520038704
1,0,0,0,29,1,0,0,0,0,0,0,1,0,1,20.0,580.0,0,1,0,0,0,0,1,0,0,1,0.08333646594211583
1,0,1,1,61,1,0,1,1,1,1,1,0,0,0,90.2,5502.2,0,1,0,0,1,0,0,1,0,0,0.27188052511346283
1,0,0,0,4,1,0,0,0,0,0,0,1,0,0,55.0,220.0,1,0,0,0,0,1,0,0,1,0,0.7319586770071994
0,0,0,0,38,1,0,0,1,1,1,1,1,0,0,81.5,3097.0,1,0,0,0,0,1,0,1,0,0,0.7388554171792142
0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,23.2,46.4,1,0,0,0,0,1,0,0,0,1,0.5114993533045192
1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,58.2,58.2,1,0,0,0,0,0,1,0,1,0,0.5861571409860341
0,0,0,0,15,0,1,1,1,1,0,0,0,0,0,60.7,910.5,0,1,0,0,0,0,1,0,1,0,0.18838075865401935
1,0,0,0,71,1,1,0,1,1,1,1,1,1,0,85.0,6035.0,0,0,1,0,0,1,0,1,0,0,0.18150859847963102
1,0,1,0,52,1,1,0,0,0,1,0,0,1,0,69.7,3624.4,1,0,0,0,0,1,0,1,0,0,0.47207165836400206
0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,23.2,46.4,1,0,0,0,0,0,1,0,0,1,0.4108005413525781
1,1,0,0,24,1,0,0,1,0,1,1,1,1,0,76.5,1836.0,1,0,0,0,0,1,0,1,0,0,0.8690097704710121
1,0,0,0,43,1,0,0,0,0,0,0,1,0,0,55.0,2365.0,1,0,0,0,1,0,0,1,0,0,0.5029506620339832
1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,58.2,116.4,1,0,0,1,0,0,0,0,1,0,0.5980335209778205
1,0,0,0,24,1,0,1,0,0,0,0,1,0,0,60.5,1452.0,1,0,0,0,0,0,1,0,1,0,0.42222630532222527
1,1,0,0,41,1,0,0,1,0,1,1,1,1,0,76.5,3136.5,1,0,0,0,0,1,0,1,0,0,0.8120424104159815
0,0,1,1,14,1,0,0,1,0,0,1,1,1,0,71.5,1001.0,1,0,0,0,0,1,0,1,0,0,0.8246458139326631
0,0,1,0,64,1,0,1,1,1,0,1,1,0,0,82.0,5248.0,0,0,1,0,0,0,1,0,1,0,0.0575030881727354
1,0,1,1,72,1,0,0,0,0,0,0,0,0,0,23.2,1670.3999999999999,0,0,1,0,1,0,0,0,0,1,0.0021082930072715907
0,0,0,0,27,1,0,1,0,1,0,0,1,0,0,65.5,1768.5,1,0,0,0,0,0,1,0,1,0,0.3271059963333418
1,1,0,0,35,1,0,0,1,1,1,1,1,0,0,81.5,2852.5,0,1,0,0,0,1,0,0,1,0,0.42079369021589735
1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,73.0,73.0,1,0,0,0,0,0,1,0,1,0,0.5715896825740634
